Syntax version=4
Tue Feb 27 17:27:05 2018
Starting process (2533349 clocks per sec)

LogRawData=false
VarHeader=1
D:		measuredSpeed	accelPedalValue_scaled	start_recording
D:	time(ms)	(0x20000018,5)	(0x20000024,2)	(0x20000044,5)
D:	0.10	0	0	0
D:	484.45	0	0	0
D:	1005.66	0	0	0
D:	1505.47	0	0	0
D:	2016.44	0	0	0
D:	2518.53	0	1202	1
D:	3029.44	200	2538	1
D:	3531.45	1200	2528	1
D:	4042.51	1600	3154	1
D:	4544.47	2300	3154	1
D:	5055.39	2000	696	1
D:	5557.42	1600	1004	1
D:	6068.46	1700	2475	1
D:	6570.43	1700	2010	1
D:	7081.39	1500	1107	1
D:	7593.23	1900	2932	1
D:	8095.32	2000	2490	1
D:	8617.25	1900	1920	1
D:	9109.32	1700	1252	1
D:	9630.30	1700	2303	1
D:	10132.28	1700	2041	1
D:	10643.32	1800	2406	1
D:	11145.28	2400	3432	1
D:	11656.28	2800	2666	1
D:	12158.58	2400	2425	1
D:	12669.27	2300	2278	1
D:	13176.29	2100	2278	1
D:	13687.28	2100	2278	1
D:	14179.22	2000	2278	1
D:	14700.23	2000	2278	1
D:	15202.23	2000	2278	1
D:	15713.17	2000	2278	1
D:	16215.22	1900	2278	1
D:	16726.19	1900	2278	1
D:	17238.23	1900	2278	1
D:	17759.19	1900	2278	1
D:	18271.17	1900	2278	1
D:	18782.20	1900	2278	1
D:	19304.16	1900	2278	1
D:	19805.18	2000	2278	1
D:	20317.17	1900	2278	1
D:	20818.16	1900	2278	1
D:	21330.13	1900	2278	1
D:	21831.14	1900	2278	1
D:	22343.15	1700	2278	1
D:	22854.09	1200	2278	1
D:	23376.13	600	2278	1
D:	23887.09	200	2278	1
D:	24399.09	0	2278	1
D:	24920.10	0	2278	1
D:	25422.07	0	2278	1
D:	25933.32	0	2278	1
D:	26435.43	0	2278	1
D:	26946.05	0	2278	1
D:	27448.08	0	2278	1
D:	27959.07	0	2278	1
D:	28474.07	0	2278	1
D:	28985.04	0	2278	1
D:	29507.06	0	2278	1
D:	30018.29	0	2278	1
D:	30529.95	0	2278	1
D:	31041.01	0	2278	1
D:	31543.15	0	2278	1
D:	32054.00	0	2278	1
D:	32556.05	0	2278	1
D:	33066.99	0	2278	1
D:	33572.37	0	2278	1
D:	34082.97	0	2278	1
D:	34584.98	0	2278	1
D:	35096.02	0	2278	1
D:	35597.96	0	2278	1
D:	36109.33	0	2278	1
D:	36620.96	0	2278	1
D:	37111.90	0	2278	1
D:	37633.94	0	0	1
D:	38134.91	0	2278	1
D:	38647.00	0	2278	1
D:	39158.15	0	2278	1
D:	39670.26	0	2278	1
D:	40190.89	0	2278	1
D:	40703.19	0	2278	1
D:	41217.91	0	2278	1
D:	41728.86	0	2278	1
D:	42247.87	0	2278	1
D:	42767.06	0	2278	1
D:	43279.16	0	2278	1
D:	43789.81	0	2278	1
D:	44310.77	0	2278	1
D:	44822.78	0	2278	1
D:	45333.78	0	2278	1
D:	45855.77	0	2278	1
D:	46366.83	0	2278	1
D:	46878.82	0	2278	1
D:	47379.89	0	2278	1
D:	47896.76	0	2278	1
D:	48402.77	0	2278	1
D:	48904.74	0	2278	1
D:	49415.78	0	2278	1
D:	49927.76	0	2278	1
D:	50429.11	0	2278	1
D:	50932.72	0	2278	1
D:	51443.77	0	2278	1
D:	51955.63	0	2278	1
D:	52456.72	0	2278	1
D:	52968.66	0	2278	1
