Syntax version=4
Tue Feb 27 17:20:34 2018
Starting process (2533349 clocks per sec)

LogRawData=false
VarHeader=1
D:		measuredSpeed	accelPedalValue_scaled	start_recording
D:	time(ms)	(0x20000018,5)	(0x20000024,2)	(0x20000044,5)
D:	0.19	0	0	0
D:	509.47	0	0	0
D:	1001.44	0	0	0
D:	1522.43	0	0	0
D:	2014.54	0	0	0
D:	2535.39	0	1393	1
D:	3037.26	800	2590	1
D:	3550.38	1500	2519	1
D:	4051.28	2100	3177	1
D:	4563.36	2200	692	1
D:	5064.29	1800	1021	1
D:	5576.43	1500	2487	1
D:	6087.38	1700	1965	1
D:	6609.36	1700	1109	1
D:	7120.31	1400	2943	1
D:	7632.30	2100	2500	1
D:	8153.33	2000	1946	1
D:	8655.28	1900	1240	1
D:	9163.79	1500	2285	1
D:	9665.77	1600	2075	1
D:	10176.79	1600	2414	1
D:	10678.77	1800	2414	1
D:	11189.77	2800	0	1
D:	11691.75	2600	2687	1
D:	12202.74	2300	2425	1
D:	12704.71	2300	2428	1
D:	13215.71	2100	2428	1
D:	13717.73	2100	2428	1
D:	14228.76	2100	2428	1
D:	14730.75	2000	2428	1
D:	15251.62	2000	2428	1
D:	15753.70	2100	2428	1
D:	16264.73	2100	2428	1
D:	16756.67	2100	2428	1
D:	17277.70	2100	2428	1
D:	17779.64	2000	2428	1
D:	18290.73	2000	2428	1
D:	18795.66	2000	2428	1
