Syntax version=4
Tue Feb 27 16:48:56 2018
Starting process (2533349 clocks per sec)

LogRawData=false
VarHeader=1
D:		measuredSpeed	accelPedalValue_scaled	start_recording
D:	time(ms)	(0x20000018,5)	(0x20000024,2)	(0x20000044,5)
D:  0.17	0	0	0
D:	513.39	0	0	0
D:	1005.34	0	0	0
D:	1526.35	0	0	0
D:	2028.25	0	0	0
D:	2541.36	0	0	0
D:	3042.22	0	0	0
D:	3554.31	0	2116	1
D:	4055.24	0	1917	1
D:	4567.32	0	875	1
D:	5068.27	0	1900	1
D:	5580.26	0	1518	1
D:	6081.27	0	1415	1
D:	6593.31	0	1291	1
D:	7094.22	0	1291	1
D:	7606.26	0	1727	1
D:	8107.23	0	698	1
D:	8619.22	1500	2775	1
D:	9130.22	1800	2464	1
D:	9632.23	1800	0	1
D:	10143.20	1800	2076	1
D:	10652.68	1600	1541	1
D:	11153.71	1800	2813	1
D:	11665.71	1900	2007	1
D:	12166.69	1700	1600	1
D:	12678.68	2000	3046	1
D:	13179.66	2200	1943	1
D:	13691.65	1900	1688	1
D:	14192.64	1600	1688	1
D:	14704.66	1600	1688	1
D:	15205.66	1400	1688	1
D:	15717.65	1300	1688	1
D:	16228.63	1400	1688	1
D:	16730.63	1300	1688	1
D:	17241.67	1300	1688	1
D:	17753.59	1200	1688	1
D:	18264.60	1200	1688	1
D:	18766.56	1300	1688	1
D:	19277.57	1200	1688	1
D:	19779.59	1200	1688	1
D:	20290.57	1200	1688	1
D:	20792.53	1200	1688	1
D:	21303.52	1200	1688	1
D:	21805.52	1200	1688	1
D:	22316.57	1200	1688	1
D:	22818.60	1300	1688	1
D:	23329.63	1200	1688	1
D:	23831.52	1200	1688	1
D:	24342.51	1200	1688	1
D:	24854.51	1200	1688	1
D:	25360.52	1200	1688	1
D:	25872.49	1300	1688	1
D:	26393.49	1200	1688	1
D:	26905.47	800	1688	1
D:	27416.54	400	1688	1
D:	27938.40	0	1688	1
D:	28439.35	0	1688	1
D:	28951.27	0	1688	1
